Sujeto,Archivo,Condicion,Mu_C3,Mu_Cz,Mu_C4,Beta_C3,Beta_Cz,Beta_C4,ERD_Mu_C3,ERD_Mu_C4,Entropy_C3,Entropy_Cz,Entropy_C4,Hjorth_Activity_C3,Hjorth_Mobility_C3,Hjorth_Complexity_C3,Coh_Mu_C3_C4,Coh_Beta_C3_C4
S027,S027R04.edf,Izquierda,2.3966596591759574e-11,2.3060892298517237e-11,1.726467979834377e-11,8.076052603976603e-12,7.324596408918714e-12,6.343582340353572e-12,514.2578830464521,469.715862072504,0.7135020902559489,0.7094521829260011,0.714054939494586,3.1439631418899247e-10,0.6408070145385333,1.320032613242392,0.47776477011589225,0.7132081264576713
S027,S027R04.edf,Reposo,9.132674885715599e-11,4.980045266774349e-11,5.4451242947982576e-11,1.0682916408772445e-11,9.452583765772755e-12,7.950222570065595e-12,886.6617638843669,814.3606436432921,0.6013557850655137,0.6501060052213997,0.6378533982225089,7.206406398451337e-10,0.5510472151815683,1.3852007260339307,0.46331980790707283,0.5611580284923205
S027,S027R04.edf,Derecha,2.3882481005456083e-11,2.7475274108284635e-11,2.6353627728599432e-11,5.823753141630175e-12,5.730991253253701e-12,4.928088406297862e-12,625.5698983066819,729.9125008148118,0.6929110720479904,0.6781310074249082,0.689964976759488,3.16275122206645e-10,0.5875824898596553,1.3928754905747778,0.36154165037691127,0.5653746785841263
S027,S027R04.edf,Reposo,8.740006232354747e-11,5.80881495418246e-11,5.5006945665269895e-11,7.791877072987754e-12,7.212113200121447e-12,6.6708833935830154e-12,909.3265227132059,878.6324072522199,0.6306233151961969,0.669206201378212,0.6419820738474203,6.313213963709937e-10,0.5279672092073715,1.4044101290347286,0.5975159723242853,0.567204915121049
S027,S027R04.edf,Derecha,3.4809036921093187e-11,2.6844244333172384e-11,2.440962274635985e-11,6.959119696411627e-12,6.156634921254037e-12,7.634963081436061e-12,686.8554027518064,520.1795336099007,0.6832349246448598,0.6907978714561932,0.7120280363825987,4.5827660532373995e-10,0.6024799908840278,1.4241005206796282,0.5517171676390706,0.5134361357124765
S027,S027R04.edf,Reposo,8.175349994497382e-11,6.286171956035499e-11,6.227954952313967e-11,8.363879539127093e-12,8.730495058247474e-12,7.885375087953634e-12,935.6949403606768,896.3467010646431,0.615736570494389,0.6136167855022804,0.6123130499533062,6.773262938036622e-10,0.5402745536381895,1.3874316757500311,0.692070596445946,0.5544467310491129
S027,S027R04.edf,Izquierda,5.5970245701574226e-11,4.948290427546782e-11,3.4273552496558464e-11,8.108787563938353e-12,7.869871445050866e-12,6.537523780464014e-12,794.8305372911128,735.0847301816416,0.6530566256085997,0.6684226874757458,0.6857768476327307,4.75065306274956e-10,0.6105941504564893,1.3202750202181397,0.6751887461594546,0.5102627070549931
S027,S027R04.edf,Reposo,6.995404479957603e-11,2.2523666845251497e-11,2.6716863553815794e-11,8.984863390916147e-12,7.781548535734876e-12,6.820445729937927e-12,881.0997646679747,631.7699964643632,0.6271510271083124,0.7089645491029571,0.6933063746366176,6.422158369119077e-10,0.5791922691166194,1.3465168372906975,0.6405747206843382,0.6357251147764309
S027,S027R04.edf,Izquierda,3.2755566794148995e-11,2.102519490469296e-11,2.7412854124712924e-11,9.197653033698595e-12,6.461147024485663e-12,5.5936833092766435e-12,613.5965489198677,658.3354299521823,0.7050590311226579,0.6988554833074242,0.6618701280010973,3.7146302539390926e-10,0.6379839917261223,1.3280298069684036,0.5706319851332966,0.40002045419602583
S027,S027R07.edf,Reposo,3.443163605177498e-11,2.7572132402412338e-11,2.3597459141487613e-11,8.827031713314806e-12,6.50352819012528e-12,1.3541860321611516e-11,680.7889338896794,379.3466872903486,0.7078770058173146,0.7034740375298969,0.7547590738292984,3.417478565882612e-10,0.6298890319117867,1.3108122832142721,0.786585512800333,0.45085515841442625
S027,S027R07.edf,Derecha,1.6124522692709083e-11,1.3025927724593636e-11,1.4555451654978353e-11,2.0105457547981297e-11,8.680284993192976e-12,2.9514769582852815e-11,165.80263790133515,85.4619233528852,0.7314374772350659,0.7537459405302894,0.7365071037065117,4.332546425603551e-10,0.8806391708963782,1.1357898300583604,0.5774760706626414,0.424480515037793
S027,S027R07.edf,Reposo,8.717075217249221e-11,7.538630744238053e-11,3.944741053870245e-11,1.2655586562450667e-11,8.189811837540858e-12,1.5832812361809404e-11,785.4879006027641,438.54858666899037,0.6221665599220991,0.5983579586935146,0.7084233570422125,7.338996164518841e-10,0.5804188003135091,1.40946244537039,0.7427200295496627,0.4049330466162663
S027,S027R07.edf,Izquierda,2.7787429783741585e-11,1.977171006933874e-11,1.6419232427471495e-11,1.7483577129568024e-11,6.9945740522582245e-12,3.057011077432034e-11,341.24550484625075,79.30862707600309,0.7530105362067958,0.7408036569425196,0.7390751122068305,4.847014446328521e-10,0.8280033065045995,1.1937090365701042,0.5714293899795408,0.31790753189396925
S027,S027R07.edf,Reposo,4.618249579122025e-11,3.1302925068652456e-11,3.9302148313836094e-11,1.6571746196460343e-11,1.0499918526110173e-11,2.1324815695663656e-11,509.5779844536926,395.353459693594,0.702924447802593,0.6981363595241478,0.7398569294503315,6.155907370602966e-10,0.7112877798684708,1.2882395065901244,0.5237440541310312,0.49007263577230503
S027,S027R07.edf,Derecha,1.7968032752053483e-11,2.1790306647577234e-11,2.5976431644213898e-11,1.1216833599388192e-11,4.9033305575296585e-12,1.6248983694613423e-11,310.0460738897074,306.71934268792126,0.749942359180172,0.6996771090316164,0.7389077679511664,4.606154640955314e-10,0.732039794432644,1.2710542220751642,0.7080315278946919,0.36040268281674864
S027,S027R07.edf,Reposo,6.67658364068457e-11,4.981268841137853e-11,3.1945001083408996e-11,1.911188382373491e-11,7.787648610137633e-12,1.764161095056643e-11,626.0885647549777,331.85430064417625,0.6960598844411106,0.6733737931964167,0.7369556570943572,6.435160668749304e-10,0.6743899785386127,1.3031002042102824,0.5445141404521078,0.4838451426696916
S027,S027R07.edf,Izquierda,2.0140379884065565e-11,2.0715465617315084e-11,2.3022619801402554e-11,9.748172292345318e-12,5.653291393874368e-12,2.4228410030503632e-11,401.0116395100083,195.37033126899232,0.7383595807603948,0.6911198752380678,0.7471045290880831,3.9546359467417204e-10,0.7664627151437631,1.2517082446286514,0.5311976352511613,0.38749807482082016
S027,S027R07.edf,Reposo,6.390364790245774e-11,5.504385275545855e-11,4.762852346753461e-11,1.442434924735594e-11,1.1769350332567125e-11,1.9760203948887456e-11,676.7349897363732,439.05133475109164,0.6717437097008769,0.6457181604188985,0.7242888422157405,5.716563116283871e-10,0.6288557706488817,1.3527240943696772,0.33295313128705784,0.5244469358569328
S027,S027R07.edf,Derecha,1.474991944028251e-11,1.7636316748060308e-11,1.2560943562692794e-11,7.47831466845063e-12,6.116931407195786e-12,8.80459567325076e-12,433.7383143799918,287.9642781429984,0.7423407308745487,0.726629053037478,0.7574153879762192,2.84687003256436e-10,0.7572677927555591,1.234451286486285,0.5943443379102623,0.5323177445507647
S027,S027R07.edf,Reposo,1.5676484153077058e-10,1.1718658223967234e-10,6.370350225838725e-11,2.269705300730403e-11,1.1145200574091635e-11,2.993663873937778e-11,877.413641414901,456.95185963963263,0.5942475289334431,0.5485980454722535,0.7097364061550389,1.1383739089140445e-09,0.6270975918138786,1.377632104738687,0.6162628869464131,0.41225283759455383
S027,S027R07.edf,Izquierda,1.8527395702614889e-10,1.4497798085111852e-10,1.0408146397953859e-10,1.8368596047072177e-11,1.3847271013556948e-11,3.60862133504331e-11,978.495747172876,543.179746110796,0.6135693692994191,0.6096656021654712,0.6892404669701745,1.102597541196912e-09,0.5797809950887363,1.375446525238258,0.6551901677331778,0.4749823996792117
S027,S027R07.edf,Reposo,5.887667763287034e-11,6.702136483881639e-11,6.813271082810601e-11,1.6761097321558274e-11,1.0805959654058872e-11,1.609762715821683e-11,575.6694271436546,599.9819599499754,0.70650665405341,0.6369557632015879,0.6820441415893818,6.608209106970867e-10,0.6430068384013331,1.339851490626649,0.6310649158431785,0.3728466923953089
S027,S027R07.edf,Derecha,2.365370607022991e-11,1.8162303964429525e-11,1.4315629392137016e-11,9.672982868850787e-12,5.657608461463298e-12,1.7417113339850997e-11,458.39558719018436,155.72309075625418,0.7345509461566141,0.7183905055312955,0.749393819803312,3.8750367768315257e-10,0.6804888678560782,1.3152498199472986,0.5089240517442879,0.4066598334499887
S027,S027R07.edf,Reposo,9.148186199309039e-11,7.738285581540247e-11,4.725500245897952e-11,1.6588143783909426e-11,9.971459903421621e-12,2.3282034756534135e-11,752.4592384193829,411.7463280914974,0.6583628011958759,0.6347238867160353,0.7395256961602178,7.381719395304867e-10,0.5935899576692051,1.3880135984080582,0.7397074807333293,0.49067192639158214
S027,S027R07.edf,Izquierda,1.2100997407791977e-10,1.187696455643975e-10,1.0333505042137244e-10,8.445571214008121e-12,6.013745046311983e-12,9.375930246413609e-12,1051.9116513480142,995.9421326294865,0.5928119355560598,0.5613274899971817,0.6389105150010562,6.856867451679487e-10,0.5650531888529725,1.390182757247229,0.6898225251206557,0.4613474608394844
S027,S027R07.edf,Reposo,2.685566465730162e-10,1.8284185461215936e-10,1.1787566376232763e-10,2.625428531906972e-11,1.9272053512762086e-11,2.6527570681124447e-11,917.3023435244669,688.8795512943663,0.5949976127331302,0.6032867276293555,0.6750328615149666,1.8307382014694755e-09,0.5090542077920981,1.4809387994792038,0.821363922195527,0.38915655938513094
S027,S027R07.edf,Izquierda,2.20648379777418e-11,1.3950570102793977e-11,1.5324495238834468e-11,7.309028671866644e-12,5.1141027863778715e-12,1.0569107784407099e-11,501.46224059022353,301.59158239624446,0.7100879877416285,0.6976513646715422,0.736410346165405,5.421470363158984e-10,0.5774887422864793,1.4902120560561725,0.504793597208904,0.4193679039923461
S027,S027R07.edf,Reposo,7.150228412524062e-11,7.537333242355165e-11,6.631931839002978e-11,8.693235046331184e-12,6.847974063016928e-12,9.31571223356889e-12,913.4946227289339,832.7548813200157,0.6167539520388188,0.5918843135367092,0.6277576194025655,6.099894948451919e-10,0.5904944829251164,1.3410686724156,0.6454140917043971,0.41549888216554276
S027,S027R07.edf,Derecha,2.0990958159119555e-11,1.586337839463852e-11,2.0831048755300564e-11,6.31498387945855e-12,5.348194241672701e-12,1.0187591390200087e-11,549.9511122387378,412.3622904590601,0.712159914272455,0.7191715041336615,0.7537773556840537,2.6664702010918646e-10,0.6655730090726228,1.3399452259514761,0.48730501806560594,0.3872569575268861
S027,S027R07.edf,Reposo,5.215685903999532e-11,2.965661683912017e-11,3.1829063091651796e-11,1.0285485233131474e-11,8.057164235572841e-12,1.6125446174877444e-11,716.4410308002095,406.89747509044946,0.6888058454536253,0.687834687446002,0.7363342743541793,4.762583240302177e-10,0.609058139917436,1.377449670262804,0.5112367914625019,0.5518267515277846
S027,S027R07.edf,Derecha,2.122953666774213e-10,1.1454941939448546e-10,6.200330451894657e-11,2.4807079563396373e-11,1.8896195646182652e-11,6.052571781834449e-11,905.2002743081359,203.40767545588304,0.6337122165360217,0.6579488541787833,0.7319955918927326,1.4445055673682836e-09,0.6162352707546335,1.4132357122813877,0.5658167909549664,0.591990903864827
S027,S027R07.edf,Reposo,9.607391308071861e-11,6.176569140579038e-11,4.266300904338415e-11,1.9176135406615035e-11,7.615561426034082e-12,2.682578297356633e-11,761.5843960679183,343.90386262515943,0.6631820051525917,0.6541479759109282,0.7426989720408377,8.626368605802895e-10,0.6472486988712604,1.3097962164755468,0.528284868176867,0.4989442432254014
S027,S027R07.edf,Izquierda,2.124080967329651e-11,1.712018871434153e-11,1.804019039714887e-11,1.3980732961597946e-11,7.418770306596456e-12,2.1821807979229135e-11,345.94758013234144,166.08385613703672,0.7346115388752386,0.7115523157665588,0.7599333054525672,5.293002385931806e-10,0.6855256122541823,1.3073753039024505,0.5077285901836437,0.4541691475321236
S027,S027R07.edf,Reposo,8.410609586031509e-11,7.752015465334357e-11,4.621889955865993e-11,1.3600210134785386e-11,1.0418086302357864e-11,1.5578954424647682e-11,784.4054507964697,552.1308131454368,0.6694601462217852,0.6510422104585261,0.7186818359947177,6.765455051047262e-10,0.6109305552847847,1.3891235344024966,0.6309852057305261,0.47556231456383025
S027,S027R07.edf,Izquierda,2.0601009133562672e-11,1.5923785805169494e-11,1.8536694634801362e-11,5.483123342478732e-12,4.598220532693914e-12,1.0223113631333182e-11,612.0106117833925,371.7823192307079,0.7169850721010583,0.7090562333384726,0.7538851030542638,2.687847577635261e-10,0.6354374089838568,1.3692086473215908,0.4458934725389023,0.4937346833675702
S027,S027R07.edf,Reposo,9.022967818936924e-11,6.98847520847413e-11,4.195646762800265e-11,1.1122887994500812e-11,7.984248946818397e-12,1.1168237229944893e-11,852.9393338628241,596.7713993285103,0.6118185413588983,0.6120974086932802,0.6967597875738593,6.462464916386384e-10,0.5643777970960037,1.4186880911534185,0.578488960992861,0.4654589298594459
S027,S027R07.edf,Derecha,1.3532546795346294e-11,1.508571129848766e-11,1.4214373991414626e-11,5.8379679943566775e-12,4.96377010803196e-12,9.925687387759128e-12,454.4528365874683,306.03447187862207,0.7418781051106518,0.7256086300511085,0.749291619000673,2.061251802109258e-10,0.665178494073351,1.3063854739295695,0.7871691066370363,0.4944257060105093
S027,S027R07.edf,Reposo,1.35243058765798e-10,9.706704687815979e-11,6.599966685489426e-11,1.3372469347819862e-11,7.351953103947615e-12,1.564490926545507e-11,956.6104379193721,652.4053439194382,0.5636986316683409,0.582823914079829,0.690814965891033,8.537223345500523e-10,0.5889396631101284,1.3740851721489684,0.8161512097608404,0.35207060809317775
S027,S027R07.edf,Izquierda,2.0521467621681374e-11,1.799123544843281e-11,1.6040072746536603e-11,1.0564040191705053e-11,6.721961016742e-12,1.8251858257452135e-11,384.5944992736734,163.14702825217327,0.7426067852376775,0.7361874163508482,0.7576488061896145,3.901048833143361e-10,0.726914277460779,1.285946071707165,0.5765862823380268,0.48140094465645367
S027,S027R08.edf,Reposo,6.248986902725943e-11,4.237542374895954e-11,4.046510603037231e-11,9.360205288277388e-12,6.944486208557598e-12,1.0336970991259127e-11,707.7933386710115,653.4531253615737,0.6521457446123993,0.6561754719763481,0.7012470096753584,5.497227265191095e-10,0.5640187417000502,1.4552800471826897,0.5192027954311417,0.27552608882709667
S027,S027R08.edf,Izquierda,2.5385306173879947e-11,2.0810794429194296e-11,1.4396955893512564e-11,7.474701039483349e-12,5.802161035006974e-12,7.596953679755875e-12,607.2540187122319,407.7326747730507,0.7140251144219831,0.6914951663142714,0.7474438632647278,2.751659347297866e-10,0.6396240467689676,1.347521219686741,0.6016462855256411,0.4542676522925897
S027,S027R08.edf,Reposo,6.112539202078673e-11,4.469930329045152e-11,4.2714012310119786e-11,8.695341390548552e-12,6.205524651795225e-12,1.6199620532202743e-11,836.2747095686059,537.5640889767748,0.6157283263861545,0.6090800098735794,0.7147160437009549,4.852181986217877e-10,0.5968913969044588,1.4163551068493725,0.7113890204963295,0.45768181072154784
S027,S027R08.edf,Derecha,1.7809802205359904e-11,1.4808472862487042e-11,1.8228336499393558e-11,7.0127385353177285e-12,5.0435617013604194e-12,1.0427133811226881e-11,451.09459062248715,366.9150386945335,0.7471610146197651,0.7410273916666485,0.7520045729366002,2.702009234575033e-10,0.7188718421324324,1.3006632877310567,0.46905230959619326,0.3463318791203493
S027,S027R08.edf,Reposo,1.6575043940413506e-10,1.9209893499975839e-10,1.4815713508670186e-10,1.4257539400484423e-11,1.1895802350297621e-11,1.5215861370207496e-11,976.765953647882,939.8584382731807,0.6163897656820224,0.597003971989522,0.6501033613276386,9.770106897193123e-10,0.539557541646314,1.3887347884512684,0.7193139304736985,0.36794841462156347
S027,S027R08.edf,Derecha,2.5625511429549677e-11,2.0403184496784557e-11,1.1623152469496463e-11,7.063353636150891e-12,5.479975888328214e-12,8.767359251736273e-12,560.1841152952587,270.00980079027863,0.7166748127278076,0.7166185737245113,0.7462210005674597,3.601539224054607e-10,0.6391690776141973,1.3524245596346491,0.5612725120566826,0.3949950464102536
S027,S027R08.edf,Reposo,4.631867240324378e-11,2.9047378226703543e-11,2.5858609215789366e-11,8.341070444266161e-12,6.062443821577816e-12,1.0276019452322596e-11,777.9541149029707,500.2053711433992,0.67717930515743,0.6930831163717022,0.7282519474533159,4.3747358374699294e-10,0.6470439739099555,1.3255236329265676,0.351471800094152,0.3994218303008336
S027,S027R08.edf,Izquierda,2.1368095374350068e-11,2.0215852499789604e-11,2.719028053419805e-11,1.1585999082824607e-11,7.399010616181167e-12,1.4486666611996301e-11,365.139429229534,404.0410876280239,0.7403558113747221,0.7110449199943335,0.7245373722167792,4.420387886919018e-10,0.7237283767253029,1.2957593472075877,0.4937511690733704,0.5011218583955408
S027,S027R08.edf,Reposo,3.276298017414869e-11,3.533415976960678e-11,1.8006400412873442e-11,1.0018119501914758e-11,8.592455291756491e-12,2.2033200598176823e-11,555.9534155045943,179.08597215677284,0.7122365709374274,0.6886464891612644,0.7280129874692298,3.8891063754481344e-10,0.6826724142504869,1.3510117799574464,0.4959357065688593,0.48453542830816887
S027,S027R08.edf,Derecha,3.167780436510852e-11,3.2170578227776785e-11,2.189117039664099e-11,9.545351600077772e-12,7.204492774765745e-12,1.4279457001668e-11,590.3128131784559,354.78452773334,0.7093148631979754,0.6856813749140749,0.730555429999442,3.780358800800373e-10,0.6822791423313602,1.336713351989918,0.5991891750287851,0.4215591806844849
S027,S027R08.edf,Reposo,1.3401363688830504e-10,1.1533274649153038e-10,7.296587872921262e-11,8.105907203632377e-12,6.670691770919082e-12,1.0705361649677778e-11,1105.312555122231,856.8406177244353,0.5242345718412305,0.517434603742091,0.6193693163931447,1.0471259899282533e-09,0.5268882585206639,1.3901261159664278,0.6764348789991632,0.4956274864703766
S027,S027R08.edf,Izquierda,2.0954050451061702e-11,1.9068629844411552e-11,2.0935605806431314e-11,7.270224095748314e-12,5.589703114102767e-12,1.2595630855949975e-11,498.5405588812796,348.42666531129476,0.7503041769275981,0.6952178158712997,0.7301376264145254,3.2028012247251696e-10,0.663899299832494,1.3414876774887254,0.6467660695809913,0.4093784846836181
S027,S027R08.edf,Reposo,1.6281504442913995e-10,1.244452863095736e-10,7.662506894991246e-11,9.341721063711275e-12,8.797014513848333e-12,9.449713247289335e-12,1120.722056149288,912.4054246437607,0.46892346082579456,0.49213790150239084,0.5860522351003299,9.222718347922697e-10,0.5338530220663132,1.3212359827663611,0.547133580853381,0.491572916324721
S027,S027R08.edf,Izquierda,2.3383233744594334e-11,2.3229694524793907e-11,2.5455676868239506e-11,1.0325681834197653e-11,6.698530266644869e-12,8.611220536298952e-12,443.58218525722515,506.82456011562556,0.7095416161061017,0.689081883752464,0.7199716216550258,3.4657565628255076e-10,0.7201051766258881,1.2990261911200824,0.568873500713491,0.4317222752651886
S027,S027R08.edf,Reposo,1.459719296802596e-10,1.3133224883511643e-10,9.128693201323029e-11,1.1506428675357683e-11,7.100164879670421e-12,6.629947643744368e-12,1030.1012304124492,1058.88678783164,0.49366087796579233,0.46595467976734806,0.4903449811402934,8.645244840302752e-10,0.5655044568861971,1.3380900257812502,0.7319457499371743,0.5291838828361087
S027,S027R08.edf,Derecha,4.450844259540189e-11,4.724292072190258e-11,3.775689458513886e-11,8.39455669416436e-12,6.700247717190592e-12,5.0599398820526056e-12,736.6616341807933,841.1168302488873,0.6565782885510609,0.652825977275204,0.6579474743839085,5.167013679183801e-10,0.5845627959822377,1.3848755616145438,0.5402194350073821,0.46756343088482755
S027,S027R08.edf,Reposo,4.4226540568577107e-11,4.253507097417992e-11,5.230972714531862e-11,1.2824489727762082e-11,1.3760158178152107e-11,9.086237155771593e-12,584.6207665610546,807.9521108420844,0.7095447873857895,0.7049528289704153,0.6733539443159503,4.6203193054156887e-10,0.6559076581004173,1.325343310860688,0.6449386386219941,0.5608349011546993
S027,S027R08.edf,Derecha,3.363384629315095e-11,3.1370501028528104e-11,2.1858686388720527e-11,5.61375641901783e-12,4.526361734460485e-12,3.3434549766422777e-12,734.8053493069892,693.8179073799807,0.6509717390322834,0.6461434511469423,0.6466511914859191,3.1285967857715734e-10,0.566048438624641,1.4111279305868634,0.5631703646382312,0.5653318098607727
S027,S027R08.edf,Reposo,1.7223519687475997e-11,1.4449676857564313e-11,1.4248291363656642e-11,8.464205223132358e-12,7.865353825085741e-12,6.9434981361417704e-12,422.1817751606694,427.23111929474857,0.7457345833288492,0.7415912762560319,0.7305174584411197,3.4327415273576207e-10,0.6318244988353015,1.3572591177441273,0.38865787865534346,0.3719611314730634
S027,S027R08.edf,Izquierda,3.2832401824109777e-11,4.224098896634743e-11,3.4939750086612494e-11,1.0225478706703913e-11,7.306702367943386e-12,6.109298794115699e-12,572.6710650553811,770.4553508353081,0.6695041543097958,0.6146150453655346,0.6460272822682539,3.6907324633433754e-10,0.642170975144028,1.352732467613559,0.6550376239148789,0.49927717365372243
S027,S027R08.edf,Reposo,7.724963656878374e-11,6.815073321896864e-11,3.5924678358396334e-11,6.4724843053698045e-12,5.439421590237908e-12,6.5241908587705754e-12,1010.9651187643373,746.7573485790825,0.5778109451447742,0.571591852167071,0.6685924412813022,4.952849515019392e-10,0.5372389975148382,1.4592860472865017,0.7289674264414123,0.5206434130707911
S027,S027R08.edf,Derecha,3.7510737676853675e-11,3.431378080125476e-11,2.173393499169306e-11,5.551629982337996e-12,5.134825614468833e-12,5.054443741216275e-12,795.5352915894806,660.3985059200284,0.6406739356088511,0.6396864966558782,0.682073041530725,3.365073445818554e-10,0.5810318950619641,1.4511977723128844,0.5993976365748156,0.47829753356632926
S027,S027R08.edf,Reposo,7.723885674321348e-11,7.228537790295611e-11,4.878742754743751e-11,9.003189803236875e-12,8.964579555002841e-12,6.958495414546823e-12,876.2989553712822,869.4335082253828,0.6268382468994896,0.624428138267709,0.6298795554447162,8.896594468670423e-10,0.5297970927138659,1.3676527864491275,0.7827529691081095,0.573670457350811
S027,S027R08.edf,Izquierda,1.2380627609974119e-10,9.908717081795561e-11,4.518163533734521e-11,9.14485247491447e-12,8.280360570366246e-12,6.075775247994541e-12,1019.8649580189738,819.5600423729284,0.5933865802033971,0.5957276332401837,0.6557982026520631,8.472553710966328e-10,0.5534603532363935,1.3597111755131486,0.6685606639242979,0.6276563934048305
S027,S027R08.edf,Reposo,1.9059701079053285e-11,1.6560732563928852e-11,1.5449299115020283e-11,8.75367839162078e-12,6.717223085637738e-12,5.792703321840587e-12,423.5082579748802,465.68871609875544,0.7452492968586109,0.7480811130568734,0.7383489343149098,3.459476139553251e-10,0.6828289081108793,1.316038801532426,0.5149325345085211,0.47126711937014665
S027,S027R08.edf,Izquierda,1.8656208633805194e-11,2.659632245576975e-11,1.7286993640456265e-11,7.207842404467626e-12,5.922209721407698e-12,6.2320510681657915e-12,484.65188829224576,543.2297552143264,0.7389023711845911,0.6626236294446757,0.6980811985373632,2.619432860195458e-10,0.6778720254963668,1.336982704212712,0.5831423981032995,0.5995136720548643
S027,S027R08.edf,Reposo,8.514263844484151e-11,7.19101384956847e-11,5.902875666157243e-11,8.026502847390377e-12,6.136654955214367e-12,4.7029432674173016e-12,933.2019502869199,983.8786798753272,0.5879460765965665,0.5815347648184138,0.593118025372909,5.795024232224541e-10,0.6029845151408778,1.4272830610596772,0.6547026303675526,0.5540920139707798
S027,S027R08.edf,Derecha,8.350738087375722e-11,5.4829546201678494e-11,3.9126908665378026e-11,1.0299262933550078e-11,8.043590480280184e-12,6.354324858781878e-12,883.7415463120967,809.4975879960236,0.6220102205382307,0.6402168215212571,0.6513337732843701,5.442312842265378e-10,0.5896679533303351,1.335243558313187,0.633319205630338,0.6079856832852549
S027,S027R08.edf,Reposo,1.3330024548006337e-10,1.491213909809535e-10,8.55802250304909e-11,1.0209720141466137e-11,8.588163615914988e-12,5.827281111956939e-12,1030.1679542845081,1009.0535135437508,0.5720672196511798,0.5197510230809632,0.572888469897885,8.216748716863604e-10,0.5304001447888865,1.501646863325132,0.6522964998630191,0.5340633557348664
S027,S027R08.edf,Derecha,2.9356995161602334e-11,3.0086482837230374e-11,1.947346949996537e-11,6.6876862574724665e-12,4.99292919171275e-12,4.294477423235798e-12,651.2789617018657,677.0075275272789,0.6731566942023806,0.6547779394946113,0.699032722441803,2.98252188259985e-10,0.6104891718210305,1.3324289156081686,0.6930370052968882,0.5738589170720237
S027,S027R11.edf,Reposo,3.763895448661029e-11,2.9867569465566576e-11,2.829141851982735e-11,1.0146804887947394e-11,8.531102704376204e-12,1.2280822144768994e-11,591.6002040437473,451.0344768060893,0.6936547287250169,0.7000332474302288,0.7372575313613441,4.111205393226667e-10,0.6391599705066892,1.3538142204288983,0.6038875638926411,0.49331428994602916
S027,S027R11.edf,Derecha,1.2883607560299722e-11,1.0315333152721153e-11,8.903028232426021e-12,1.389969168741718e-11,1.0808710404182672e-11,4.565473334907126e-11,191.3715939677553,-21.45727339345145,0.7489426629971028,0.7563053383036079,0.7218961393564405,3.4793123151813937e-10,0.8087754458135077,1.1784537847020187,0.4813261424515728,0.5012487108740734
S027,S027R11.edf,Reposo,6.325232912437193e-11,5.5583273976893485e-11,3.922415982981376e-11,9.105424082385846e-12,6.749830933643222e-12,2.003657853228627e-11,823.0373452225047,386.2389546608034,0.6504570264055526,0.6410445249003958,0.7347019246628487,5.661809411041626e-10,0.6232121812325178,1.3748044826819608,0.8084665172220106,0.5094449670726005
S027,S027R11.edf,Izquierda,1.4268505011857897e-11,9.626074206914245e-12,1.380087903987006e-11,1.7908803424376276e-11,8.289313769811305e-12,2.0388168895523108e-11,164.509283812366,129.29255635998706,0.746490200930532,0.7554306545861036,0.7416542168867124,4.2358833780126654e-10,0.8303125122970371,1.1730392860814398,0.5641178917079657,0.5098161560649851
S027,S027R11.edf,Reposo,7.327560732520687e-11,7.224947745385987e-11,6.806464011687582e-11,1.385046629374845e-11,9.22099614836136e-12,1.789602024525854e-11,748.9171451541062,639.3973871432603,0.6815409104298288,0.6286778012501494,0.7012564464120004,6.3806831655937e-10,0.631917521049161,1.3804238424892088,0.6701986597052504,0.44263931415660224
S027,S027R11.edf,Derecha,1.3513635263318346e-11,1.574071707534775e-11,1.0918654985990049e-11,1.4168363751610668e-11,8.675153511216923e-12,1.6971629040341518e-11,193.2802237541211,118.94207466047064,0.758229704113013,0.7418911211362971,0.7461824398506766,3.379882831527578e-10,0.7982674807530934,1.205929324369445,0.6399773410758671,0.5334579852089756
S027,S027R11.edf,Reposo,3.308173932371328e-11,3.896628027444131e-11,3.157926482926661e-11,1.6286731005810678e-11,7.990056100116235e-12,1.2830420036312291e-11,440.3790005614372,481.0033447870893,0.7347201811662731,0.6805591890969457,0.7307017612535209,4.969305872390811e-10,0.7028012372898726,1.250870085067065,0.6146546870597678,0.45775973277680987
S027,S027R11.edf,Izquierda,1.5583136724283164e-11,1.7467457173140484e-11,1.2667279483032209e-11,9.308911738747427e-12,6.1834309025939105e-12,7.610950741467102e-12,356.9223199021138,338.39790458653425,0.747268180941018,0.7159060769442289,0.7625203539187742,4.0045404894938937e-10,0.6932963941892928,1.2622674353052536,0.5705047272917714,0.5330111973617894
S027,S027R11.edf,Reposo,4.520786804866056e-11,2.8769295233077213e-11,4.138342435723319e-11,1.8218373718210786e-11,1.0684002602759592e-11,2.931097519697277e-11,490.2019832548154,313.56658162140184,0.7385033523821528,0.7254448490908332,0.7270613947540592,5.359610682718783e-10,0.7302443565233021,1.2571322191308327,0.47954337616284465,0.3854256298919815
S027,S027R11.edf,Izquierda,1.8793211269898238e-11,1.5138751375669887e-11,1.1203803234600996e-11,1.0129751819413075e-11,7.0624810120483075e-12,2.0304337157082525e-11,410.4185405250946,100.22075287848699,0.7380848501156781,0.722904938732324,0.7395210370397235,4.208033584042576e-10,0.6854872629045752,1.2994634247504084,0.48564048186930003,0.456075928570983
