Sujeto,Condicion,Pot_Mu_C3,Pot_Mu_C4,Pot_Mu_Cz,Pot_Beta_C3,Pot_Beta_C4,Pot_Beta_Cz,Coh_Mu_C3_C4,Coh_Mu_C3_Cz,Coh_Mu_C4_Cz,Coh_Beta_C3_C4,Coh_Beta_C3_Cz,Coh_Beta_C4_Cz,Tipo
S013,Reposo,1.0871555666444563e-10,4.9204834347180545e-11,1.0931077801936583e-10,5.226527430227365e-11,2.685307680312794e-11,2.0463976619429094e-11,0.6965860974510131,0.7363084786837093,0.807809128321761,0.3091940680258622,0.6769967742473101,0.49307577180165624,Movimiento Real
S013,Izquierda,8.730640106133781e-11,6.008657882345074e-11,8.712015591426503e-11,4.246562801235898e-11,2.904836720125247e-11,3.67432100209755e-11,0.64146846690686,0.8526593217665135,0.8125795366290263,0.3850845054620694,0.6417079426691313,0.6860466895847123,Movimiento Real
S013,Reposo,5.324893612667333e-11,2.998089642209888e-11,4.645846939824642e-11,3.415783490269172e-11,3.727967997059478e-11,2.5417194161470486e-11,0.5245179023058629,0.7661137005718828,0.6947882642133578,0.2971636599497231,0.6060442869438294,0.5962671907424009,Movimiento Real
S013,Izquierda,6.636184424057063e-11,4.559482241358901e-11,7.653291472923173e-11,4.4458112514407e-11,3.5777659840020515e-11,3.670415465419801e-11,0.5876037282228879,0.8505517129957996,0.7145539692941572,0.3823145753130182,0.5990443340668093,0.6965142264130189,Movimiento Real
S013,Reposo,6.738224556368967e-11,3.4585307302873634e-11,5.489954153356939e-11,5.275924422398902e-11,6.183640306938078e-11,4.773424737652585e-11,0.4909839564778776,0.8316440957491487,0.558102681544319,0.43235025492493323,0.6273639823746254,0.7119350988042158,Movimiento Real
S013,Derecha,1.037583394824881e-10,7.275505418530486e-11,1.1393562683178256e-10,2.979422253941992e-11,2.9398840804127456e-11,2.4942495052592986e-11,0.7512196770942705,0.9018622994488475,0.8865197424899318,0.4035430378543217,0.6680857319896898,0.7094942990957299,Movimiento Real
S013,Reposo,1.432543921403516e-10,9.990117376387091e-11,1.7227273825779315e-10,4.051434846394892e-11,3.9049638118513153e-11,2.570192291792382e-11,0.610895718677063,0.8626738976869557,0.6997886907690094,0.3341029902088664,0.538329658669624,0.6035309618108712,Movimiento Real
S013,Izquierda,2.584025644614496e-11,2.8747787049976007e-11,3.119345381423819e-11,4.2841937704284034e-11,3.425981591377824e-11,3.0734186969454605e-11,0.7565649636167555,0.8825971146729881,0.7948788907886225,0.49863620396474817,0.7468914377874822,0.75664191795901,Movimiento Real
S013,Reposo,7.501229349690266e-11,4.931567846506648e-11,9.092841475795528e-11,6.171834988471778e-11,3.778711113475089e-11,3.383181228311593e-11,0.5989387696153357,0.8305755741428695,0.7048882562651939,0.30227318812626425,0.647142531240046,0.580485079156418,Movimiento Real
S013,Derecha,7.361449853765215e-11,7.024093458060348e-11,9.22036896546375e-11,4.446790734994988e-11,3.387145101610869e-11,2.66307351373152e-11,0.6460896689079256,0.860400866351148,0.74416346918647,0.35330703635874816,0.625501402348626,0.6502209702604168,Movimiento Real
S013,Reposo,4.976999777039593e-11,2.3273962277226975e-11,3.1160076065205805e-11,4.8607749804520724e-11,3.2058616736649164e-11,3.3691544038134314e-11,0.4837953697318266,0.6910355844552184,0.7493877628634671,0.3626664122023651,0.6447123933623736,0.5746451926776375,Movimiento Real
S013,Izquierda,6.985505346077271e-11,3.711250831641658e-11,5.695990925410994e-11,3.7155732795628095e-11,2.5092420311285272e-11,2.4302045981880358e-11,0.5643167883815623,0.8372291769032033,0.7539943832374802,0.44151144559748,0.6862033356903184,0.6916960912272084,Movimiento Real
S014,Izquierda,1.0205218570611663e-11,9.920989791287997e-12,1.0242045816884815e-11,4.836243179652816e-12,3.7381225868513875e-12,3.2835060688146517e-12,0.5905865323866872,0.7801406352363044,0.7295096876478524,0.415818697851208,0.6795074308003676,0.6332559532544376,Imaginación Motora
S014,Reposo,2.346420933660632e-11,1.400932667314458e-11,2.030105022732133e-11,5.385033446167951e-12,3.2850459321104842e-12,4.368791941633023e-12,0.6297656434484395,0.8351795393412662,0.6681273234444083,0.4854625934694364,0.729867776528779,0.6026919953851921,Imaginación Motora
S014,Derecha,1.6448158323347013e-11,1.2808103267784845e-11,1.791139915227268e-11,4.929183219274848e-12,4.467017406888902e-12,4.048843721311952e-12,0.7683708194416845,0.9299005017873414,0.8215907483088587,0.536295407518279,0.8006498498139626,0.669345155022517,Imaginación Motora
S014,Reposo,1.995900515432804e-11,1.704244006632253e-11,1.8306832358328463e-11,5.930068879746997e-12,4.562101511014544e-12,4.227462807368166e-12,0.4267793664398465,0.609179571117742,0.7834704865480389,0.476603626764347,0.7417261261848017,0.6623436911120465,Imaginación Motora
S014,Derecha,1.3018022058668906e-11,1.4137088049199924e-11,1.452209480635602e-11,5.457727508455735e-12,4.085668950969684e-12,4.440933497633383e-12,0.5368364389793971,0.7695950639971835,0.7576794579534085,0.5303860025563971,0.8088452379308266,0.62641948350581,Imaginación Motora
S014,Reposo,2.1908413304730636e-11,2.1784155618158207e-11,2.5078294820138588e-11,7.161206337262739e-12,4.625166644039773e-12,5.277019286326978e-12,0.6725726321176727,0.8020213628819775,0.8397268549583259,0.5638588420748986,0.8153598303199268,0.7051951666416825,Imaginación Motora
S014,Izquierda,1.2792945774623892e-11,1.3592017677374439e-11,1.7627425336724853e-11,4.847981210941537e-12,4.1785856798433596e-12,4.360583529686834e-12,0.6638468626594907,0.8730137813692604,0.7531488582992151,0.514522728141609,0.7162535729222912,0.7048991634858385,Imaginación Motora
S014,Reposo,1.9905001577450425e-11,2.2380434362780595e-11,2.0384641353224457e-11,3.602848002757202e-12,3.793893193975795e-12,2.4231214842131683e-12,0.6363656491067398,0.8875258353273401,0.6843914476702719,0.4464960126898615,0.7471766163943198,0.47341277311024793,Imaginación Motora
S014,Izquierda,2.344856812654217e-11,1.2664612949656677e-11,1.9314954933775678e-11,5.4938983992180414e-12,3.702031262828506e-12,4.719828917099698e-12,0.6337087294680046,0.8481457273759737,0.8025521396299968,0.45494891820628397,0.6878436129216917,0.6908164832956369,Imaginación Motora
S014,Reposo,2.2126828528470668e-11,1.7178836004651523e-11,2.4876958144598477e-11,4.844222300037326e-12,4.085934725463773e-12,3.769519190487284e-12,0.6820752879465162,0.8864021000219349,0.8369897882949873,0.5446275061866955,0.8121408970421073,0.6441069179199987,Imaginación Motora
S014,Derecha,3.7468649588475936e-11,4.3737986571936996e-11,5.1994389271059455e-11,3.965178384820164e-12,3.4143202561355194e-12,3.312641563896171e-12,0.7934976951532827,0.8880659623034147,0.9159220654585664,0.49149281884020796,0.7109023414824661,0.6477877239794666,Imaginación Motora
S014,Reposo,2.3808304015172877e-11,2.034817772710909e-11,2.7538226630596616e-11,3.997975345580316e-12,3.835640009088459e-12,3.765915231826314e-12,0.6380915928040518,0.828820075823989,0.8436268114018681,0.48688491410115214,0.6894119957954384,0.6661620815526843,Imaginación Motora
S014,Derecha,2.7487339976629708e-11,2.676714730733606e-11,3.478006884533389e-11,5.367925787663148e-12,3.7303668816525304e-12,4.261571937782014e-12,0.6106609824941753,0.8900028787280095,0.7765552464508152,0.5205862110439452,0.7578836955524267,0.6974170037150912,Imaginación Motora
S014,Reposo,3.554092250380148e-11,3.5653290286520495e-11,4.294589726298164e-11,4.623785398471635e-12,3.69011195781334e-12,4.847303988348158e-12,0.7347958617988073,0.9032741666360559,0.8562426910653822,0.47320709680253936,0.7435221689591476,0.6513362384411633,Imaginación Motora
S014,Izquierda,2.676652692434822e-11,1.802558387681489e-11,2.4954496425268913e-11,4.257798229557382e-12,2.6750088068145126e-12,2.8290047753567217e-12,0.7497641292070917,0.932849202862261,0.8269066967003207,0.46093618544421316,0.7861287130698656,0.5616750671435031,Imaginación Motora
S014,Reposo,3.649498696950338e-11,3.840955692570213e-11,3.745338370274958e-11,8.223951154533665e-12,6.4454583221508294e-12,6.417500127594876e-12,0.5857299763320789,0.8917040370901983,0.7788799246629056,0.4797299024819606,0.7877385383183555,0.6330954534545102,Imaginación Motora
S014,Izquierda,2.2044886575757306e-11,1.7610190806812606e-11,2.3969264482787985e-11,4.838859960294102e-12,3.705869321295608e-12,3.85875812049344e-12,0.5700381679118284,0.8173393423145279,0.7949269683588422,0.5430005389691256,0.7160588774268666,0.6585288072013988,Imaginación Motora
S014,Reposo,2.638798493186238e-11,3.056272434946524e-11,3.2321874152910405e-11,5.178663155978144e-12,3.7626835815598394e-12,4.274914885129468e-12,0.5272392082163524,0.8576560980100646,0.6097879069933241,0.4194142068035832,0.7688099362059024,0.5642510986886712,Imaginación Motora
S014,Derecha,6.696522060337224e-11,4.228507567557191e-11,6.23294998905658e-11,4.8401870411416195e-12,3.7263279451365354e-12,4.4260932407651396e-12,0.7701213387729688,0.8914680738589305,0.8871377551029953,0.5160540229708523,0.7709181858134825,0.6635613430709943,Imaginación Motora
S014,Reposo,6.37875833535512e-11,3.577983116117858e-11,5.075884775425741e-11,4.744822837047871e-12,3.6009276537483632e-12,3.4271112015695653e-12,0.4484935087310634,0.8090102315734811,0.7207526607279943,0.4413529449754554,0.7336550292170162,0.6230282353178921,Imaginación Motora
S014,Izquierda,2.1684987757407178e-11,2.7181965811795173e-11,3.231144911878787e-11,4.092740917989224e-12,4.11244049567338e-12,4.071262900783451e-12,0.7194791387223705,0.8936410313167371,0.8494928123486911,0.4732035123200623,0.7043894605571045,0.6645055919066645,Imaginación Motora
S014,Reposo,4.7865498621410314e-11,4.9111450870400136e-11,6.08145838760953e-11,4.823986237340307e-12,5.749589705054563e-12,4.742106743706235e-12,0.5963669425018137,0.9049130097373971,0.7072589868617264,0.561987758475123,0.795018271896179,0.6891318803789165,Imaginación Motora
S014,Derecha,5.6205141961902755e-11,3.110331818587461e-11,5.153900187655394e-11,5.209144228091204e-12,4.328159559282781e-12,4.522297782845604e-12,0.639343677580771,0.9201098302771766,0.8127852567980645,0.5454385817578105,0.7861372510598331,0.6567239388193579,Imaginación Motora
S014,Reposo,2.2470001192038078e-11,2.7092536740592316e-11,2.958421089194245e-11,3.5203495805049445e-12,3.3251137290702338e-12,3.1448987306897656e-12,0.7682883299615522,0.8819644883402782,0.8781193401716395,0.5355584596660911,0.6991063256043579,0.6586110393696433,Imaginación Motora
S014,Izquierda,2.1275141720309597e-11,1.6569933706346893e-11,2.2006617236799345e-11,4.107130133117434e-12,3.1797217548704046e-12,3.688554226251486e-12,0.4793409869315117,0.8779993501005784,0.6580257530436208,0.4588025291280592,0.7687855202722673,0.6115108609080903,Imaginación Motora
S014,Reposo,2.5448391789672355e-11,2.8034645688874743e-11,3.102633135992314e-11,3.445239414031445e-12,3.417791034421932e-12,3.3511293111973134e-12,0.5696963504903408,0.912992345098921,0.6926121268905057,0.34674495125731186,0.8162820652278038,0.446000107347379,Imaginación Motora
S014,Derecha,1.6231135283462357e-11,7.413126329143858e-12,1.2978280442975544e-11,4.848675598446265e-12,2.921779637529417e-12,3.986518557389352e-12,0.41555313869391053,0.8158942679138887,0.6300889337520619,0.4731217539093241,0.7804790235557658,0.6625653777185069,Imaginación Motora
S014,Reposo,3.6423998604633895e-11,1.843926879326403e-11,3.050375382759451e-11,5.978093882554389e-12,3.4699014446753487e-12,3.9328606350544246e-12,0.6394345001449442,0.8721809921413639,0.791829629160955,0.46314929378470426,0.7856446694716891,0.5667709507865543,Imaginación Motora
S014,Derecha,4.0195536336559314e-11,4.204362828262637e-11,6.016980010951542e-11,3.616003395701194e-12,3.906539265246645e-12,3.93486493529693e-12,0.6768367212923274,0.8783999700099072,0.8837260512757907,0.4548292593603064,0.7803410258991338,0.6592675630105137,Imaginación Motora
S014,Izquierda,1.885673896912172e-11,1.5749003745415748e-11,2.0972939647979704e-11,5.288332047589072e-12,3.7917186986875834e-12,4.346693653344187e-12,0.7379580834873471,0.8968758286219172,0.8524746596596162,0.47151442437109453,0.7211353205270539,0.5953249014696319,Imaginación Motora
S014,Reposo,4.9940073111127664e-11,3.69335120415237e-11,5.5206200923475266e-11,4.289542661626389e-12,5.7131051152126145e-12,3.370027171157038e-12,0.5832423070275041,0.9167959374460153,0.7144911154525646,0.3867870032501824,0.6828253829983976,0.5270922621112886,Imaginación Motora
S014,Derecha,5.3029811385359844e-11,3.6957609258183145e-11,6.062835699491937e-11,6.395163314078223e-12,3.908759477032615e-12,5.315366870902197e-12,0.8390698062671695,0.962700812994782,0.9084954900862149,0.5726404457386928,0.8349519471566493,0.7101874464548482,Imaginación Motora
S014,Reposo,4.769029602426991e-11,1.5055109075442628e-11,2.5601635836434248e-11,7.32147647953126e-12,4.065630604199524e-12,4.384270507646311e-12,0.3986410253390279,0.7664571029672479,0.6391517488616619,0.38079970004052843,0.7017475982065974,0.5690872952628797,Imaginación Motora
S014,Izquierda,4.629870107347172e-11,2.6570572460246798e-11,3.928687413642717e-11,3.963442663065675e-12,3.1349655681760497e-12,2.8666485219019332e-12,0.6501122332007322,0.8897906849102272,0.7470032755136202,0.5008311043117267,0.7627782299572471,0.6641375830805619,Imaginación Motora
S014,Reposo,2.4591067743926388e-11,1.4383297822005045e-11,2.3238429660135556e-11,4.466332111311423e-12,2.814566381371194e-12,3.648178256753447e-12,0.6185653848037929,0.8927337415821218,0.7896502860437383,0.4855247835044539,0.757133906256057,0.5164082499748222,Imaginación Motora
S014,Derecha,5.59771844825089e-11,5.062142169338662e-11,7.362377849757125e-11,4.170161423030439e-12,3.4820862720141656e-12,3.504900519499481e-12,0.6742865868582831,0.8522447317183612,0.8693700914015687,0.4381794153378058,0.7467338341823953,0.6773789782185693,Imaginación Motora
S014,Reposo,3.8550153832164405e-11,3.507763969939904e-11,4.371742721475696e-11,3.607673339242923e-12,3.184712075996876e-12,2.8944044116123847e-12,0.6119054149919803,0.7702020693189952,0.792182531552492,0.45368964620691515,0.7662400645021071,0.6176383458349669,Imaginación Motora
S014,Izquierda,4.9254395719572e-11,3.834798538190325e-11,4.948300302165559e-11,3.943458303146646e-12,3.694369541575836e-12,3.3919823026692157e-12,0.7501947608602934,0.8980359238605293,0.8622299880530901,0.476989987975306,0.7345634921187311,0.694111573242499,Imaginación Motora
S014,Reposo,4.372277371510534e-11,5.765562580335353e-11,5.3715038373617386e-11,4.5980110405730906e-12,3.6283132331505133e-12,3.977219584834035e-12,0.6977578736566707,0.8834125453659235,0.7589656037820015,0.3951751977734325,0.7090374821189837,0.5714763482321107,Imaginación Motora
S014,Derecha,1.945042336237963e-11,1.5724180789253426e-11,2.1339415337569932e-11,2.755635422867657e-12,1.9779861221561433e-12,2.4688610089921736e-12,0.6848743961618189,0.883449104633568,0.7680235210088289,0.47999474566423955,0.8261501790889162,0.6072056037625508,Imaginación Motora
S014,Reposo,7.953191169330646e-11,3.8842421013774406e-11,5.932979091345024e-11,4.5804437221758636e-12,3.2670213040202156e-12,3.874084666883875e-12,0.5297700016332215,0.903074332753483,0.5962032833248413,0.40343497503441716,0.7580560266461164,0.48779669047034924,Imaginación Motora
S014,Derecha,5.421092580190319e-11,4.9768920045204764e-11,6.455112287302176e-11,7.910240066151577e-12,6.330152626299099e-12,7.284710308911591e-12,0.752796928044476,0.8781136644170386,0.8976904729668106,0.6373463247805903,0.8244560685633779,0.7655127985574911,Imaginación Motora
S014,Reposo,1.7632409158036235e-11,1.2347371477093874e-11,1.9802505814868543e-11,2.932267637538186e-12,3.1966566281025407e-12,3.142875444587672e-12,0.7025381482799152,0.9351969633863179,0.8137793579380818,0.473353953769413,0.7840626466873833,0.5874061645934197,Imaginación Motora
S014,Izquierda,3.6978919534496544e-11,2.5627922470052384e-11,4.210641853228481e-11,6.9379396587322885e-12,6.872405160311526e-12,7.359683465301437e-12,0.5695072342379386,0.845537680192114,0.8240928264062894,0.4792991155620663,0.7417435931937809,0.6863278593898123,Imaginación Motora
S014,Reposo,1.246418969140013e-10,7.717804424422331e-11,1.146878120559192e-10,6.628705043764111e-12,5.440920422339975e-12,8.088722860473508e-12,0.6240963631480556,0.8947313220011336,0.7515136695507303,0.50915711617808,0.7840562588519464,0.6950862690002337,Imaginación Motora
S014,Izquierda,5.655439459207335e-11,4.825383383292606e-11,7.144552711785052e-11,4.236104625221646e-12,3.0373015704559e-12,3.4707675320555743e-12,0.8868217304173772,0.8991103648438443,0.928355271629049,0.5713281116525467,0.8423937695724816,0.7103192007640361,Imaginación Motora
S014,Reposo,1.771277558170453e-11,1.5373862860004798e-11,2.0328876006472016e-11,1.9652343991290804e-12,2.1661594555545653e-12,2.179579550763713e-12,0.7004121969619798,0.8908361571831495,0.81938245114137,0.44707143904675284,0.7044187124365224,0.5695037997158896,Imaginación Motora
S014,Derecha,2.7244510636468403e-11,2.583710680903912e-11,2.8188635057418234e-11,6.821739145029782e-12,5.341123188048485e-12,7.02494871021251e-12,0.37769786810177464,0.9056688945851253,0.505187642174566,0.5663679848867813,0.7614305150861099,0.7316183354238951,Imaginación Motora
S014,Reposo,1.0276436402566231e-10,7.017861904397049e-11,1.1022141964292812e-10,5.065374410411139e-12,4.780631408806577e-12,4.940482075330565e-12,0.7217968491739246,0.9126604148229887,0.8619465070110721,0.519386583651503,0.7807057392147431,0.6814290202022725,Imaginación Motora
S014,Izquierda,4.846715531813859e-11,3.2110575982376655e-11,4.807278681750121e-11,5.2671633896919926e-12,4.6839904690731935e-12,5.3921667967672665e-12,0.6547809561818345,0.8760542104478909,0.8260951973229793,0.5637518904188225,0.7859475781697471,0.6785853005915475,Imaginación Motora
S014,Reposo,4.0511011485684266e-11,1.6583534747931456e-11,3.603413636025336e-11,3.5119388631896948e-12,3.926349352309973e-12,3.3573533012183166e-12,0.3508603754462173,0.7808930788408055,0.5698708936439868,0.4156849804511025,0.6978892362220525,0.5484238413779103,Imaginación Motora
S014,Derecha,5.1729260261222724e-11,3.093887464255536e-11,6.224695707594251e-11,4.418234779685218e-12,2.729284711607323e-12,3.9317450839034826e-12,0.5941903626644793,0.8852711844326047,0.7818484845846433,0.47580913672844344,0.7421355074626621,0.6674300336829461,Imaginación Motora
S014,Reposo,5.174242121755553e-11,3.408964729147894e-11,4.7776501600411385e-11,7.837546672220034e-12,3.834931033083128e-12,5.7762122516790185e-12,0.5756852585530913,0.8971835850920951,0.7533096653009485,0.3496651906630387,0.7501133088611436,0.47928473124556187,Imaginación Motora
S014,Izquierda,7.104049071761465e-11,5.1713315089918904e-11,7.251419189334672e-11,3.3961613117706318e-12,4.4542342059254555e-12,3.16176037381736e-12,0.6447339585882674,0.8724679746098145,0.8508499115097348,0.4828698402900136,0.6591019809375611,0.6957793634179554,Imaginación Motora
S014,Reposo,3.946534217781821e-11,3.01597148199462e-11,3.825938121386856e-11,4.0445923135958786e-12,4.120890710960331e-12,4.132321782495835e-12,0.5765363149553696,0.8592939442664749,0.7204367842603357,0.47642481878489085,0.8360294213673585,0.5820454700760785,Imaginación Motora
S014,Derecha,4.09123061624851e-11,3.988994925014648e-11,5.048009429099815e-11,6.272811564764866e-12,4.8481851476479545e-12,7.251774675688737e-12,0.7456900043674892,0.8819170118788741,0.852437138882708,0.5707712787794809,0.8036114999728398,0.6907210387192444,Imaginación Motora
S014,Reposo,2.969305462596082e-11,2.993925891741319e-11,3.7387586684415884e-11,3.795777155869478e-12,3.485110072765411e-12,3.399700449965199e-12,0.6865304054383086,0.8256407735044712,0.9013119538074503,0.3654538190768467,0.7220917107277665,0.5923284681878369,Imaginación Motora
S014,Derecha,2.6844564409053323e-11,1.9253598173177435e-11,3.231331543126124e-11,3.279548015649344e-12,3.6345882677074178e-12,3.1349167383554977e-12,0.6796059275256411,0.8963695100196815,0.8013561946349343,0.5376435666672739,0.7995509636592738,0.6114474338325706,Imaginación Motora
S014,Derecha,3.799660347981301e-11,1.950992393186866e-11,2.7406141809989823e-11,6.034337825107266e-12,4.280824950623871e-12,4.6244166569781694e-12,0.5054171230797955,0.7420310403945699,0.723242444085886,0.5319593318988047,0.722573301737811,0.731221991046634,Imaginación Motora
S014,Reposo,8.983142488954347e-11,4.253853114952054e-11,6.754187900521094e-11,7.091657810471906e-12,3.765045564904298e-12,4.984572750300722e-12,0.6191712722458516,0.8465699363474155,0.8729634287614016,0.4784764468864916,0.764896172214784,0.6648727018037537,Imaginación Motora
S014,Izquierda,2.1956586649483655e-11,2.9943264575326805e-11,3.029242678838052e-11,5.001714295956816e-12,3.768221221053278e-12,4.20026243704746e-12,0.6064733008597081,0.8136335486526438,0.8767221917437531,0.4617744988238612,0.7257488162835913,0.6603985172469363,Imaginación Motora
S014,Reposo,3.4411201594019073e-11,2.945879587349783e-11,4.0970177348686155e-11,4.9350508252880314e-12,3.975720708433625e-12,4.452493116820298e-12,0.6894417913174986,0.8242443995283532,0.8575359795832959,0.48125585505159024,0.7358800039098246,0.6638062423841269,Imaginación Motora
S014,Izquierda,2.246019564631572e-11,2.6225116551273754e-11,2.992871381159338e-11,4.760985944826334e-12,5.169785698252322e-12,4.020837867686591e-12,0.8179906291185846,0.936214318407222,0.8636390227868593,0.4760285705712072,0.7700023528924681,0.6790281437758422,Imaginación Motora
S014,Reposo,2.913995538025114e-11,2.6003265630458104e-11,3.363221862442676e-11,4.216400947501374e-12,4.610496802636978e-12,4.552036454212239e-12,0.6078750501382045,0.902716972840798,0.7791107344973246,0.5548266801428279,0.8019693838062041,0.697690986110958,Imaginación Motora
S014,Derecha,8.946817951941551e-11,4.188781694772866e-11,7.915096090373879e-11,6.298207530413037e-12,5.556772656779268e-12,5.883192422965053e-12,0.7387035624643022,0.9448319261539149,0.868603075525695,0.613189572514518,0.8197547661090356,0.7599576033888382,Imaginación Motora
S014,Reposo,3.466875943787528e-11,2.6790717178212252e-11,4.0474651545021725e-11,4.2272882543141626e-12,3.073655815316611e-12,3.5479117554243913e-12,0.710263925571656,0.925297110807799,0.8306174196528278,0.4586882960301238,0.730145817538726,0.5967417120301721,Imaginación Motora
S014,Izquierda,3.825254001321465e-11,2.311112262463048e-11,2.980259868952773e-11,5.407271684590583e-12,4.1452096999006815e-12,4.3415106335160725e-12,0.6282656015769534,0.8739401750697863,0.7420325592444796,0.5459443495261648,0.8099751921622351,0.7055603852546931,Imaginación Motora
S014,Reposo,4.8715875244639976e-11,5.69856535075453e-11,5.196367217044897e-11,4.096453402538212e-12,3.865584873693035e-12,3.269834266923697e-12,0.737588520987974,0.9669335304395341,0.7896440853020821,0.37351837802470833,0.6834289898080458,0.5595902856718614,Imaginación Motora
S014,Derecha,4.3353829830293446e-11,2.737624155997352e-11,4.510557484727452e-11,4.288220418414869e-12,3.78842292203131e-12,3.902092228928821e-12,0.8236875171102391,0.9350628918075836,0.9243389524166695,0.5143682689508629,0.766558805809766,0.6752059235342046,Imaginación Motora
S014,Reposo,3.3230612142394376e-11,2.6025303310604157e-11,3.516622342685155e-11,3.504505840782264e-12,3.1958674402380853e-12,3.2287408045004913e-12,0.5440201488200961,0.7847401499075375,0.7768366274544831,0.45374627826672376,0.7135826545672769,0.6016347118243681,Imaginación Motora
S014,Izquierda,7.258092554228723e-11,4.186665403525881e-11,6.576270797489268e-11,6.2960268844171225e-12,4.140097276621684e-12,5.101568256504496e-12,0.7010357401929697,0.9123650087219535,0.8550255210990015,0.38397345109523007,0.7494367864583757,0.5342382008276857,Imaginación Motora
S014,Reposo,2.6709226843620733e-11,3.353940598979276e-11,2.2997887208909242e-11,5.58011477620586e-12,5.508493618736294e-12,5.131655423758427e-12,0.6112485780637923,0.7801560728921562,0.6679550026296428,0.4728886576814074,0.8365777860144714,0.5920107895175243,Imaginación Motora
S014,Derecha,3.649566723056844e-11,3.290576322013938e-11,4.247271043713275e-11,4.2207665596748434e-12,3.654047621426815e-12,4.302367682871882e-12,0.6770035136051809,0.9097634921468492,0.8411060069003984,0.5171685758477376,0.7994637267235485,0.7187333017092632,Imaginación Motora
S014,Reposo,4.427326683765766e-11,2.7072715815965943e-11,3.600181860298929e-11,4.709216876625289e-12,3.712670039362796e-12,3.831854056917497e-12,0.5407458125992073,0.8037857406319111,0.7231364685600707,0.3847001881335691,0.7062007348451024,0.657807925792812,Imaginación Motora
S014,Izquierda,1.3668161755091264e-11,1.2191614505748422e-11,1.72852613887537e-11,3.2059924616136917e-12,2.4884832473994053e-12,2.9497157112736644e-12,0.787387968688497,0.8881510275923975,0.9214319207740405,0.5518882834206995,0.7712168880520144,0.6712108772088142,Imaginación Motora
S014,Reposo,2.4540414446018433e-11,2.1182862069685168e-11,2.6371856547433985e-11,5.642227849029296e-12,2.345306210601067e-12,4.8193288765887025e-12,0.5469455920460244,0.8957656646805767,0.6381716512909669,0.46606165586156584,0.7397417577719443,0.6028437566969507,Imaginación Motora
S014,Derecha,4.921699729635367e-11,4.379987108443594e-11,4.6147360052058784e-11,5.215029899183387e-12,3.959951738254302e-12,4.524315589747876e-12,0.40975924913367867,0.848671934330256,0.6700115971772227,0.3810058083777821,0.7913994305506353,0.5662888268696403,Imaginación Motora
S014,Reposo,6.824913590876669e-11,2.665189674407365e-11,4.512402909213395e-11,4.496981725398158e-12,3.3670555209738283e-12,4.265998228095956e-12,0.6676228189980324,0.8755494316962398,0.8531257550663007,0.4540503366574803,0.7937083691776087,0.569212661252474,Imaginación Motora
S014,Izquierda,4.688293002529854e-11,3.246740326244669e-11,4.4780547814994754e-11,4.316981111137106e-12,4.3637110475682384e-12,4.370606191599666e-12,0.6632560906120206,0.887197765280378,0.8334676453557165,0.4252178020971993,0.7563123795098914,0.6492895943389918,Imaginación Motora
S014,Reposo,7.899254404009843e-11,5.1898149937864494e-11,6.880063287658364e-11,6.048986166022627e-12,5.509076037564979e-12,5.844363800019656e-12,0.5324673666056388,0.9203132654878112,0.6578699584687089,0.48252563308902946,0.791541461409739,0.6034832630854438,Imaginación Motora
S014,Derecha,4.278872158024151e-11,2.2191204626897636e-11,3.735008015953747e-11,3.5312564078803518e-12,3.1411610258900977e-12,3.6577781609441645e-12,0.4878077152276775,0.9101174173081809,0.6759470692853646,0.4787179797551393,0.7461451849961432,0.6879946108361494,Imaginación Motora
S014,Reposo,6.352995728087567e-11,6.19621545614533e-11,6.910295421298855e-11,5.136792698249945e-12,4.0976655510333656e-12,4.516011876748803e-12,0.6669658121641022,0.8868178482695088,0.8215738339665959,0.4299789926559639,0.7013462966878107,0.6108624463048581,Imaginación Motora
S014,Izquierda,1.5751954881154577e-10,1.1270527313764662e-10,1.6722497490661788e-10,4.920599596564509e-12,3.656804358234033e-12,4.494070598646261e-12,0.8057145538234106,0.9037232096457883,0.9228468007572589,0.5110321360410122,0.7870272961666129,0.6482052150487554,Imaginación Motora
S014,Reposo,1.9889588563553107e-11,1.5561185310743953e-11,2.2972648559589215e-11,2.3946643061722362e-12,2.1069743343200414e-12,2.6059680069357763e-12,0.5766089079446464,0.9055710973184223,0.7467690347926195,0.5478039256941197,0.8073021609004751,0.6620602178910124,Imaginación Motora
S014,Derecha,1.0729661725480636e-10,1.0437909077671819e-10,1.2519862193657165e-10,4.936919362226472e-12,5.8566645913852104e-12,5.708769742828091e-12,0.6371151999721869,0.9278082046990728,0.7825530962842393,0.4783282290069314,0.851581734698007,0.6050012555261801,Imaginación Motora
S014,Reposo,5.988336777017537e-11,4.266312818260487e-11,7.011641154836676e-11,3.47736827602407e-12,2.7585961781181027e-12,3.881498046017846e-12,0.8412647083614584,0.9193819558373791,0.8803255405085366,0.5122176589592099,0.7888081468615137,0.6203800883921945,Imaginación Motora
S014,Izquierda,2.3715616561982552e-11,2.668433515840088e-11,3.142503113306763e-11,3.5802556938205637e-12,2.712630378920151e-12,3.3517545993985367e-12,0.8155540430576077,0.9028744152999835,0.8815583613360238,0.519956376628961,0.8186703908242261,0.6865132455056014,Imaginación Motora
